customerId,firstName,lastName,email,phoneNumbers,isHighRisk,isVIP
6741bd5b-d9c8-45e6-b22b-79775287c375,Ovidio,Lledó,rosalia46@example.com,"['+34 974 062 215', '+34943356724', '+34856 41 04 29']",True,False
77e6c8e0-e330-448a-b260-87ba0bfa6429,Noa,Palomares,qangel@example.net,"['+34825 36 95 57', '+34976812031', '+34967 016 457']",True,True
e4b8b3fc-87c4-44e4-8b9b-fc3ba31be12f,Lucila,Sola,botellatere@example.net,"['+34 932452180', '+34945 05 94 83']",True,True
6cfbfa36-54f6-4da2-a490-f44208dd1c64,Margarita,León,adelaida08@example.org,"['+34872 85 50 34', '+34 846 72 80 13', '+34846 040 554']",False,False
fdad3588-8d2a-4208-9b03-c0c0ddcab4ab,Amarilis,Arnal,guerrerorosario@example.com,['+34 842804290'],True,False
276cde90-d94f-4380-9bc7-a7bc11694a31,Juana,Acedo,celsoandres@example.org,"['+34 976 641 267', '+34948 333 319']",True,True
12e261fb-70f1-4ac8-be37-eda3cbb983ae,Felicidad,Requena,jmillan@example.com,['+34987229141'],True,True
3854a463-8cd6-47e6-8fdd-a790576a4bc1,Charo,Abad,ocosta@example.com,"['+34858 72 22 07', '+34714 81 81 54', '+34842 80 01 53']",False,True
20d1aeff-cf30-4314-bd90-f2c7303ff27e,Encarnacion,Torrijos,otorrecilla@example.org,"['+34 985427129', '+34 946 987 417', '+34881 18 06 94']",True,True
c01dda27-7a22-4f97-ae25-a170cd97276e,Mariano,Gargallo,cristianzabala@example.org,"['+34985791334', '+34 847191718', '+34 973551586']",False,True
37b1e051-510d-47bb-ad9b-48085a03ff72,Rufina,Salgado,toni75@example.org,"['+34972 831 054', '+34 845534371']",False,True
4bd6f55d-38d6-442e-8bf1-dcd5152d630b,Silvia,Sánchez,leonpujadas@example.net,"['+34 986 04 73 56', '+34858784362', '+34946 46 88 87']",True,False
972f4e85-d2ae-4232-8d4d-2c8838b4e0da,María,Neira,raulsalva@example.net,"['+34875 556 883', '+34 886448968']",False,False
56337624-dfd7-49a5-888a-41458cff616c,Fernando,Jordá,mvaldes@example.com,"['+34 872 61 75 54', '+34 886 87 42 30', '+34842861671']",False,True
6342b99b-8dc8-490d-9a4e-70a56a32cd89,Tere,Iniesta,alonsocarrillo@example.com,['+34982 78 39 30'],True,True
22c0fb8a-6491-4c5c-b395-b56845f1d45a,Juan,Garcia,sierraariel@example.net,"['+34863 70 28 63', '+34824225719']",True,True
f29d6476-87b8-4a8c-8ee6-35d3136ebd76,Gilberto,Lobato,sonia70@example.com,"['+34 822209479', '+34947 555 743', '+34945546651']",True,True
8a99e4fd-ecad-4fd1-aff4-dc60a3cfbbdf,Onofre,Pareja,duenasfabiola@example.org,['+34716 72 28 30'],True,True
e67bff43-2893-4d1f-aeb4-ce469f703134,Adoración,Franco,agata33@example.org,['+34 984 70 15 79'],True,False
2ac899fc-f3b4-4cb9-b4b8-1b325bfcfb2b,Candelas,Córdoba,mferreras@example.com,['+34 823567118'],True,False
4a3309d4-ba53-423b-bd50-d16a0b5c2d3c,Teresita,Alemany,estefaniabatlle@example.com,"['+34 985 342 086', '+34987433140', '+34973 565 210']",False,True
0c627808-4c39-4f7e-87fe-e866a5891363,América,Terrón,osunamarcia@example.com,"['+34 871 023 202', '+34681 87 48 21', '+34822406381']",True,False
922e077e-4d82-45c4-a4c5-a66de4e18614,Juan,Font,pagescandida@example.net,['+34973571424'],False,False
baafef00-f669-44a3-a864-c20ec00b8867,Dan,Salmerón,bcalvet@example.com,['+34 739027047'],True,True
19146d28-6baa-4321-a02f-b81499c29095,Isaac,Villa,rosauracorbacho@example.org,"['+34820 87 76 09', '+34827400868', '+34 924607971']",False,False
b61572e4-a884-446b-9204-0677df8e4d67,Benito,Vigil,alonsoflorencio@example.com,"['+34 924145691', '+34 973 856 708']",False,False
cc578972-c0b7-45b3-92d5-eb690e6e140c,Eric,Baeza,ucastilla@example.org,"['+34871 599 375', '+34 925114839', '+34 872400263']",True,True
005e502f-6370-46c4-b0d2-4804fba81975,Marisa,Lucena,alejoarrieta@example.org,['+34 986431436'],False,False
a866aa37-9d68-4647-83c8-cec3efafda66,Anastasio,Guillen,arandapancho@example.org,['+34 845602917'],True,True
99ed91c7-3b21-43e1-b247-be27896ea182,Rosenda,Águila,beldaherminio@example.com,['+34 824 04 30 96'],False,True
8add69bf-b82c-4c2a-b56b-c4ffca0d6044,Eva María,Saldaña,portilloencarnacion@example.net,"['+34 901 52 81 89', '+34875721566']",True,False
69688a1b-df4a-44fb-b08b-e2f81925069a,Victorino,Valenzuela,aitana47@example.net,"['+34 944 279 660', '+34 823 757 134']",True,True
2c3f1929-1a15-41eb-ae6a-abb0abcb5e80,Manolo,Benavent,custodia25@example.net,"['+34 823423672', '+34848 786 424']",True,True
4b42c563-4de5-4a07-bc11-9e4b94c11937,Reyes,Amo,juanita31@example.net,"['+34945 719 884', '+34 880 576 333', '+34 900 86 37 79']",True,True
7b0f9dbc-b815-4ddb-a995-83dbca24f0d5,Régulo,Bonilla,evangelinapareja@example.org,['+34 715 932 339'],True,False
71a0c927-454b-4a56-9131-6be1c8d1ab13,Diana,Verdejo,khernandez@example.com,"['+34 925 564 033', '+34972 604 192']",False,True
4a021afb-0fdd-4cf5-b895-a178ebee61f3,Almudena,Puente,lgutierrez@example.net,"['+34 942 42 98 25', '+34 902 16 94 96']",True,True
02728444-904b-40c7-acb0-18dec523409b,Yago,Gomis,santosmanzanares@example.com,"['+34 882480852', '+34 975 264 965']",True,False
b43a4c35-fc8e-4e3a-8d74-4ebf2c7a89f6,Nayara,Mena,yago95@example.net,"['+34 807 890 561', '+34 949 854 335']",False,False
01109e9a-9f33-45d9-a6f1-df40c1a276ed,Constanza,Pintor,burgoslino@example.org,"['+34 974329493', '+34877 253 359']",False,True
f0966676-f032-42b6-bc90-90623be062ea,Consuelo,Mendizábal,manzanaresraquel@example.org,['+34 942 966 138'],False,True
934383d9-62cf-42ee-9340-33f44791865b,Agustina,Amo,torralbamaxi@example.com,['+34882 70 10 69'],True,False
4deb7908-baef-4f22-9da5-6cd65e70ac5d,Estefanía,Galán,enrique92@example.com,['+34748 47 99 54'],True,False
be7c4d99-044f-44a4-8577-4299d1505863,Rosa María,Iglesia,maritamonreal@example.net,"['+34925 97 30 22', '+34 800 215 145', '+34 949098860']",True,True
08965bcd-a82f-4295-a7c6-13a3ed44e7fd,Edmundo,Amaya,sevecanas@example.org,"['+34971 31 69 62', '+34 977 094 074', '+34983 24 42 07']",True,True
f187af16-3ba4-439f-bd3b-b68b6805d045,Moisés,Cuevas,bartolome77@example.com,['+34948 308 520'],True,True
66b14ee2-335b-4b74-8ed9-099f3f9f04cd,Emma,Gascón,valenzuelacloe@example.net,"['+34 881 83 99 75', '+34983 468 399']",True,True
d6817c1c-e51e-4bbd-9117-eeb07440fd14,José,Aller,kferrera@example.net,"['+34 971 262 276', '+34 827216626', '+34845805307']",True,True
fec47505-a49a-4859-ba4d-332774640217,Hortensia,Rivero,josecheca@example.com,"['+34945 72 64 77', '+34983 24 09 72']",False,False
6c580753-7737-4f03-ae1a-7ac3dd15644f,Fulgencio,Díez,nogueraleonel@example.org,['+34 925695775'],False,True
5f9ccdc9-8fe7-4c41-b1ed-5970ef42930a,Juan Pablo,Blasco,vanesaabascal@example.com,"['+34 825 338 703', '+34928 38 63 99']",False,True
eb4416ff-84a8-4228-8971-3dff6548550f,Lucila,Serna,blanchmaricela@example.org,"['+34874105492', '+34 987 09 55 48', '+34 946 36 84 87']",False,False
f9f52082-7edc-48ad-af70-ec33aa64a0c1,Candelas,Flor,amalia18@example.org,"['+34 838 91 87 37', '+34878 115 663']",True,True
30799204-babc-48fc-905b-0995c688c2d6,Elba,Pellicer,irmavilalta@example.org,"['+34882007676', '+34 693 44 01 46']",True,True
6f85546a-27ef-4ec7-9ef0-85e363b89e6c,Fermín,Sevilla,pablobenigno@example.net,"['+34 714077541', '+34981 681 148', '+34924 743 468']",True,False
0c23dca7-1375-4d70-b5d6-a2e4ed0ef3ff,Renata,Chaparro,prudencioruano@example.net,['+34901973376'],False,True
069a5e12-b334-4b38-9617-f2bf5a20e464,Jafet,Pablo,mirhermenegildo@example.org,['+34902 932 929'],False,False
dadc7dcb-e91f-425b-ac87-94c134607516,Jose Ramón,Elorza,canoramiro@example.com,['+34 926 66 48 17'],False,False
2634b28d-48a0-4d40-89f3-e02a026e8ee4,Vicente,Alsina,juliabermejo@example.net,"['+34 922 68 63 69', '+34985 73 56 50', '+34874226508']",True,False
727c7c7d-dcd3-4e27-a1cc-d26ea3f84746,José María,Cánovas,cantongonzalo@example.net,"['+34 827 54 44 01', '+34902905407', '+34941 083 525']",True,True
f5639155-b2f0-4568-902c-1d87e0eb43c5,Feliciano,Pizarro,asalcedo@example.net,"['+34876 57 87 31', '+34 944756748']",True,True
3c30f37e-8623-46c5-af95-601e6730fefe,Aristides,Crespo,barberochucho@example.org,"['+34 986172478', '+34972325273', '+34900240132']",True,False
6ef3fa57-9f10-46a0-971e-f4e5492803d6,Nacho,Palomar,haydeehuertas@example.org,"['+34 824476799', '+34 841205066']",True,False
d81e9372-e66e-4d60-8876-8d37d626f89e,Gerardo,Casares,roxanaandres@example.org,['+34 878 789 336'],False,False
6aef2d1d-316e-4b32-a5b5-4e3dd64ced99,Juan José,Méndez,vigiljuana@example.com,"['+34964345305', '+34 821 671 245']",True,True
dbb8067d-4ab7-4053-8965-a9659914656e,Isa,Pinilla,leonardo82@example.org,"['+34 843 38 99 03', '+34 820 03 39 46', '+34945 390 555']",False,False
e42a6ab5-eaf2-441b-892c-cfde12a6382b,Teófila,Ballester,arueda@example.com,['+34 945 10 87 32'],True,False
e601cbe8-fcbc-403b-b6e6-2d812f640ded,Amada,Piñol,guerreropiedad@example.com,['+34 877917887'],False,True
9d6e7334-f962-45c9-8faa-f956704796fa,Apolinar,Palau,gilcaridad@example.com,"['+34986 42 32 53', '+34 883257991', '+34851 383 923']",False,False
98fe2c05-afc4-48dd-be9b-c9c7a8fded81,Luis Miguel,Bonet,baguilera@example.org,"['+34 882 83 07 27', '+34876 83 09 20', '+34 841 449 112']",True,True
c0680744-4688-492f-a3f2-50c340281180,Dorita,Heras,jafetchaves@example.net,['+34 983 32 58 39'],True,True
87040dc1-ac0a-4b6d-8858-b4cf26426272,Luís,Palacio,nando01@example.org,"['+34820481858', '+34975514242']",True,False
ac109986-2e5e-43fe-b796-63044ccfcf41,Iván,Cerdán,sbarba@example.com,['+34823 222 304'],True,False
35317a52-230f-45e7-ad9a-d67b1a7640eb,Cristina,Montes,cabojoan@example.com,"['+34 982 396 072', '+34 880 90 40 90']",True,False
63c300d4-5f3c-49a4-aeec-61d7751fdf82,Pili,Fabra,karrieta@example.com,['+34 981 91 31 54'],True,True
ad9dae98-beb1-4fa2-875b-6dd49aaec181,Ligia,Grau,adelardodiez@example.org,"['+34 872300810', '+34901 357 263']",False,True
e453dc68-dd80-4eca-8518-54bfc5576252,Florinda,Jaén,dbernad@example.org,['+34879 460 027'],True,True
0d47d0f1-5d7b-4469-9e31-551586c9a63e,Ainara,Casanovas,lmatas@example.com,"['+34807493705', '+34944 589 074']",True,True
7fde86cf-ba0f-48fd-812c-1aa9de181ab3,Consuelo,Nevado,olivarespacifica@example.org,"['+34806 17 72 81', '+34872 32 45 38', '+34705877111']",False,False
a8226ee5-2eeb-40b8-bede-8d4b15172960,Glauco,Rios,marinsandra@example.net,"['+34806 24 54 11', '+34843 991 906', '+34724 21 94 13']",True,False
f4966887-039e-4b1a-9d92-2c241d941a64,Lupe,Barbero,blasmas@example.org,['+34925303854'],True,False
8463966b-34bc-43bb-9426-272463933358,Felipe,Peñas,guadalupemenendez@example.org,['+34 874 86 26 72'],False,True
9fec1cc6-a78a-4a09-b9e5-d9c30647c1ef,Saturnina,Merino,guiomarvalls@example.com,['+34947 85 63 40'],False,False
717b2a48-d3a0-42e6-aa63-4eef58deb763,Luis Ángel,Ferrándiz,nereidatamarit@example.com,"['+34980 83 46 02', '+34 923 233 051']",True,True
0172ee16-dfb0-41f6-996c-76510b35dc56,Socorro,Báez,saturnino89@example.com,['+34987386209'],True,False
0d732010-2062-4c72-992f-bb9edb6de6f6,Ovidio,Castelló,raquel88@example.org,"['+34 872 514 537', '+34 950 080 936']",False,True
7b3086f6-b352-4d1d-b81b-8c194a575b5d,Máximo,Salcedo,regulo13@example.org,"['+34980 296 288', '+34 981 65 76 39']",False,False
d143c8d8-985f-4db8-bfc0-bf0b0595669c,Mayte,Manzano,jgarrido@example.net,"['+34 800 899 634', '+34 979683802', '+34843 13 85 50']",False,True
91aa40ba-0f24-4b8c-8fa9-809fa55f42bb,Hipólito,Casares,anselmallopis@example.org,['+34740 174 485'],False,True
24afb249-bee2-4c59-b19e-6a1e3c3a16d8,Ramona,Heras,lucilavizcaino@example.org,"['+34885 149 361', '+34 886230929', '+34 828 137 457']",False,True
19551841-7ea2-4a57-8ffc-3c30bedd66bb,Francisco,Hurtado,garrigagoyo@example.net,['+34925 59 91 30'],False,False
e0c9444f-3d54-42a4-bea8-b19a092e5a5f,Vera,Oliver,emiranda@example.org,"['+34948 75 15 77', '+34 841 24 53 16', '+34 828 981 356']",False,False
e676d832-3d09-4a1c-ab2a-63fe910058ee,Marita,Posada,edu56@example.org,"['+34876 05 71 73', '+34943 319 243', '+34 872 86 77 90']",True,False
b5a923e7-f545-4ab5-b0ce-16cd591d9506,Manu,Álvaro,isabela31@example.org,"['+34613 59 91 69', '+34947 55 75 99', '+34980984241']",True,False
dcf2af63-81ab-4148-a9ce-36e4cd0ad1d5,Amaya,Miguel,mferrando@example.org,['+34845327440'],False,True
8ee3cb0a-f462-44c5-a42f-4e79d0546f72,Mayte,Mercader,pantunez@example.org,"['+34 980 54 59 53', '+34 942931758', '+34 706 47 80 65']",True,False
671bffc2-3b41-4975-b5bd-c3afd604803c,Vinicio,Pina,ccorbacho@example.net,"['+34846 30 09 40', '+34 921 56 41 71']",True,False
e57e0170-473e-4373-b973-339111b1ade8,Diana,Morell,geraldo69@example.net,"['+34 956 79 88 93', '+34911 674 487', '+34 987 60 58 92']",False,True
b7b75c0e-4865-4f2b-903e-7a70905bb27b,Calisto,Solé,angulosebastian@example.com,"['+34987 523 932', '+34960461841', '+34 975 651 557']",False,False
08869e69-2c77-46c5-97ef-4ad9a5aaace4,Valerio,Cornejo,walterjulia@example.org,"['+34987 949 254', '+34928372717', '+34987015885']",False,False
037e0352-1961-44fc-9985-4b57e1db389e,Angelina,Ródenas,adelia81@example.com,"['+34 726 767 878', '+34 841 280 529']",False,True
b447bb51-6a85-445a-b767-df9bc4d5318a,Martín,Mir,bautista30@example.com,['+34843 871 830'],False,False
2efb1574-e5c3-4059-85ea-5a94adb20f44,Rocío,Bou,vsanmiguel@example.net,"['+34871 79 80 86', '+34 924 37 70 60', '+34881 80 45 44']",True,False
7dc77026-f0f6-4aec-b06f-23798b31c2ba,Severiano,Ródenas,loida89@example.net,"['+34 927 365 203', '+34883 52 49 05']",True,False
0a646c6b-a015-4116-972c-82879e09bebc,Federico,Vázquez,nicanoralfonso@example.org,"['+34879123765', '+34 878 78 59 37']",True,False
22e80cc7-9466-4f59-b793-1e405f353157,Sandalio,Casas,qpina@example.net,"['+34959 735 089', '+34603871607', '+34848116925']",False,False
de4e6bbe-b6b4-4c92-9c20-fb66dc62c79c,Heriberto,Lucena,arcelia35@example.com,"['+34875460227', '+34 848 238 683']",False,True
124d8104-ac81-4f5a-9132-377ee7d29671,Patricia,Almansa,victor-manuel52@example.net,"['+34 806 332 691', '+34985 622 321', '+34875 11 44 38']",False,True
eee96963-3c87-44f3-a284-4b7912ff5543,Guiomar,Valero,vblanca@example.net,"['+34820612573', '+34846 55 35 58', '+34872 93 83 48']",True,False
7060bda0-d18e-49bf-9738-9a198f929b79,Teresita,Mur,wpla@example.com,"['+34824254348', '+34878 35 59 77', '+34 807 921 320']",False,True
a730af66-a138-4b6e-94e9-959be24b80f6,Zaira,Heredia,amaliaperez@example.net,['+34922044050'],False,True
e4ee1831-2f70-48b1-9972-b878a7895c73,Jafet,Ros,eutropio01@example.net,['+34985 943 418'],True,True
179a7519-4865-4dfb-8126-e41f9be35854,Ascensión,Grau,venceslascarretero@example.org,['+34 946 98 22 94'],True,False
c188fad7-c1c0-41cb-9d78-acd70e52ac31,Néstor,Macías,herberto12@example.org,"['+34857 41 59 19', '+34 729 02 94 55', '+34 945 71 45 54']",True,False
cb6f4f25-35f4-492f-9ce3-dce9ae07a90d,Eleuterio,Martí,diazalcides@example.com,"['+34 988 69 79 38', '+34 811 73 54 78']",True,False
d342dbbf-c0c2-408c-b177-2b5183ab7976,Rosendo,Talavera,quinterojulio@example.com,"['+34884 26 33 82', '+34871103870']",False,True
fae39da5-a244-43a2-940d-4140357d60c3,Jose Angel,Echeverría,kcabrera@example.net,['+34803 43 14 87'],True,True
1de9aa37-c624-45fd-84dc-48b9fc840647,Arcelia,Monreal,pifabio@example.com,"['+34974 37 70 61', '+34983138062']",True,True
fa73597c-ea0d-4ee1-9d85-805a21a8d544,Nydia,Arrieta,florapalacio@example.com,"['+34806 926 961', '+34844 819 499', '+34830 48 32 47']",False,True
9065c591-7a76-4e47-a387-89ca036fd615,Reyes,Maestre,ovalero@example.net,"['+34848 39 79 33', '+34 949 320 367', '+34945872453']",True,True
023f5a35-22f8-439c-8bcc-fb6ce5063a77,Hernán,Esteban,glauco18@example.com,"['+34871 18 57 66', '+34 848493893']",True,False
62312036-ff25-4f31-80cc-f1ebdbfd3516,María José,Neira,ignaciogomis@example.org,"['+34 845090725', '+34823 169 344', '+34 982 022 441']",False,False
d2e7b920-c2a8-4c45-bc35-76ba1585f022,Nazario,Molina,encarnacion65@example.com,"['+34984 331 295', '+34 921 01 97 48', '+34976 54 59 91']",False,False
f5d3af8d-b1b5-4b3a-a345-c5e5991e5fab,Lucho,Oliver,calixto98@example.com,['+34 973211703'],False,False
5be6f32d-0502-4394-9bb5-74fcdf41dca6,Amaro,Berenguer,domingo30@example.org,"['+34 847444756', '+34 926499251']",True,False
75b9e3e2-8354-40e0-9be7-6316a92cf9cb,Blas,Benito,edgarvazquez@example.net,"['+34 883367113', '+34847321232', '+34 986 42 90 72']",False,True
d508405c-a6bc-49ca-a1c6-5402f4d7b7b4,Rosario,Campos,cbosch@example.com,"['+34 880 39 39 99', '+34841 93 85 70']",False,True
40a5f94b-7ea7-43a7-b5c6-59504f99a37a,Natalia,Manzano,zaragozaemiliana@example.net,"['+34876 711 669', '+34 984096459', '+34971030047']",False,True
44f9fd37-bec7-4926-a9cd-f0f488fa5de2,Lourdes,Morell,jose-marilara@example.com,"['+34820599945', '+34 849248357']",False,False
273ec7f6-dfeb-4ca6-8ad5-f543bd17f3d8,Lino,Díez,marciadiez@example.org,"['+34882 787 280', '+34707 09 44 78', '+34 882 91 36 30']",True,True
85820421-817c-4cdb-a192-dd79ac3ff194,Eric,Niño,pia81@example.org,['+34 881 737 160'],True,False
bf57edf0-fec6-4c5f-ac86-f1b942fdc75d,Lidia,Vilar,amadorhector@example.com,"['+34 980620378', '+34 923 115 589', '+34985 535 846']",True,True
6f822569-7014-4af7-bb72-27d3fe1969da,Teófilo,Beltran,manola29@example.com,['+34887 76 16 84'],False,False
491b5a5d-21f8-4306-a4c2-3045c3d92dee,Nicanor,Piñol,teodosioescribano@example.org,"['+34982877679', '+34827951291']",False,False
d01d8f6e-1230-4120-ae95-3e42f5b49637,Custodia,Durán,palaciodonato@example.com,['+34938 83 15 56'],True,False
ae971fd7-f360-49af-939a-8adee10c5b0a,Ani,Blanch,isidoroalmeida@example.org,"['+34806313782', '+34 887 801 709']",True,False
40bb7ef0-fbf5-4662-8b12-b685229c6c2b,Paco,Amaya,hmendoza@example.org,"['+34 872628536', '+34881066316']",True,False
78261c10-4e56-433f-ac7f-1898872980ee,Alicia,Salcedo,jmarino@example.org,"['+34 946504271', '+34 981 87 70 97']",False,False
0a5702e6-3fbd-4429-92aa-599a0a7cda6b,Emperatriz,Alcántara,vargasbautista@example.org,"['+34827551981', '+34 926 330 368', '+34 976 19 95 96']",True,False
72e4229f-3eeb-4f8c-8d2e-5e849c8f3975,Julio César,Martinez,kpuga@example.org,['+34 825 37 95 13'],False,False
220a64e4-8318-4591-af30-0019f884c364,Clotilde,Pou,adriana84@example.org,"['+34 974 58 84 17', '+34915794251']",True,False
f369e4d4-8e88-4dec-ad4c-b6ad2cbd1090,Valeria,Guillen,roperoevaristo@example.net,"['+34740 89 00 79', '+34884627840']",False,True
dd323137-26dd-4116-97ba-7669950c9418,Leonardo,Cerezo,malberto@example.com,"['+34925 74 12 48', '+34843 361 597']",True,True
a4a49b4c-6caf-44bc-8fb3-096ca17067b4,Calisto,Aguado,duartefilomena@example.com,"['+34874 53 92 32', '+34828968172']",True,True
f8d5b829-a681-4016-9869-24cb856e79b8,Edmundo,Andreu,pinaberto@example.net,"['+34 901 211 327', '+34947 233 624', '+34 902 728 077']",False,True
aca95239-f5f6-40b5-bfaa-9b8e03051611,Manuel,Sanabria,valeriajaume@example.com,"['+34 947126419', '+34885 06 12 23']",True,True
86503ad8-8e8b-413a-bc52-dd81f25f148f,Samu,Pina,alfonsopallares@example.net,"['+34807 90 31 79', '+34738 621 605']",False,False
d226a893-72c1-43d2-a31d-25eadf42b592,Carmen,Carvajal,susana45@example.org,['+34 923215980'],False,False
