customerId,accountNumber,ownershipType,since,sharePercentage
7c444988-5bb9-400c-aebd-17a33f69d4bb,ES7261462439940481643294,primary,2023-10-05,96.78
325894bb-e64b-493e-83c4-6743fbeffc3c,ES3663949441807293545502,primary,2022-07-29,73.16
75d0c8cf-6ef3-45f0-98fc-e319d0aead55,ES7620905558895418480269,joint,2022-03-18,90.07
19bdc934-58f4-44da-9d02-936bd7b35d90,ES9723852518479880442417,primary,2025-02-22,62.66
73021875-108b-47d0-8051-f58773950ae0,ES3724769966395488944717,joint,2023-10-07,58.7
7fbc9a13-29c4-446f-87d5-8fdaafc7cb9d,ES0328337554201206520528,primary,2023-01-14,51.99
92e6fcaf-f835-4ef7-95c9-04f9df6fb4f0,ES1595077725096803863462,joint,2024-08-05,55.48
881e6c17-20f7-46ca-a24f-63b621394cae,ES3863313340433713139744,primary,2023-12-11,59.96
80210f5d-9c75-44ba-a652-408fe8e44f65,ES6050389439300910142008,primary,2022-04-01,69.37
04e1458c-34f3-4ef0-997e-80c9366cc2af,ES7726777831654942123754,primary,2023-08-25,88.62
f187af16-3ba4-439f-bd3b-b68b6805d045,ES1591917455170705957697,primary,2024-10-31,61.17
874b0fd6-8cd7-4ad7-ac1b-807ab2cd342d,ES0660452484461801345740,joint,2023-10-18,61.44
325894bb-e64b-493e-83c4-6743fbeffc3c,ES4551242582939820701448,primary,2022-07-23,55.08
899c41b8-20c5-4492-be3f-057a71d69b0a,ES3658421150267033062848,primary,2024-04-28,71.9
e7529843-b5a2-45a2-9bb2-b744aca06a28,ES8018114554177853427860,joint,2024-07-27,51.03
db327d34-94d1-4083-8e9d-e1eca2be59fb,ES8513084206163459422189,joint,2025-02-12,81.74
ed74514a-9820-4cdf-9f5d-bcf60e232985,ES7800955235385112153497,joint,2022-03-09,51.68
aad377b5-c17b-49c7-ba5e-19f25e46eefe,ES2354054082097324725744,joint,2022-10-26,53.35
d01d8f6e-1230-4120-ae95-3e42f5b49637,ES8602522756199717989035,joint,2025-02-13,73.73
b025fbaf-b8d8-4805-b883-6eec8b4da1cb,ES4320981450409098702395,primary,2023-05-27,95.33
315b7fc2-d2f2-4f8c-bf61-2a7f12528019,ES5523708869641107540586,primary,2022-10-06,51.21
6f822569-7014-4af7-bb72-27d3fe1969da,ES6560163010994177404359,primary,2023-12-16,83.23
70c0d8a3-ed7d-4b94-abed-d30733202274,ES4940631707338526873327,joint,2022-12-24,77.87
818f3991-d9b1-492a-877f-64fd2a792a3e,ES2268524577885809480910,primary,2022-05-18,79.11
5585725e-e394-465e-b512-b241d3960386,ES9126333652809306220788,primary,2024-10-15,61.61
7db04b7a-2963-4c11-a52f-439b448e3262,ES8552814466960631086598,primary,2022-04-09,87.33
7ef98455-d3b9-4009-99cf-fe66a887dc48,ES7319893049042511598465,joint,2023-02-21,53.0
2586169e-8c5f-4e30-80f6-7fe1caee6a1f,ES1174919517809411964614,primary,2022-06-03,76.23
c1022dce-aa95-4298-b3e0-02adef9cc6e8,ES7589995242464348682278,primary,2023-11-30,65.17
d7817981-d802-47af-8480-f97b31cc0272,ES9836704131652278336974,joint,2023-01-21,96.04
b4763c45-5be1-4da6-ac52-1f4a9dbc3cc6,ES7368416511387601792582,primary,2022-03-19,59.43
253a41a7-1399-4d2d-968e-4296734f5873,ES6979252230475476341680,joint,2022-03-29,60.71
169ca9e2-a506-4f6f-b430-5579150a573a,ES5837329656642811585973,primary,2023-07-22,57.31
55470c44-bc52-4ad9-814c-f3279fea72d7,ES8663025868304825447678,primary,2025-01-16,93.06
8ee3cb0a-f462-44c5-a42f-4e79d0546f72,ES8185659897761838387331,primary,2024-11-25,78.31
04868696-0da7-403e-bc2c-ef76d5ca5ce7,ES8163805502060140998825,joint,2023-08-18,91.99
8efec899-1ecb-4d0b-921e-5e3738b39813,ES2659247182405432217731,primary,2025-02-19,91.4
35ae277c-1cda-435c-9325-4ae54f4e25d9,ES8079412509404978800303,joint,2025-01-10,52.15
15f121ed-1d2c-4a40-9fef-05f7abdb82eb,ES6232278487341606092940,joint,2024-11-12,51.38
fa4d07f8-6f26-4b97-b40b-806d13213014,ES8071236393793010967519,joint,2023-08-30,69.54
7f82b084-e3bb-48f5-ba97-a76092fd5156,ES5583005330870672747039,primary,2022-03-05,87.43
55470c44-bc52-4ad9-814c-f3279fea72d7,ES6139695153271626775378,joint,2023-10-03,82.3
e1d0a107-cd92-48b2-8742-20986019417a,ES0362047642461483984939,primary,2022-05-26,62.07
ec9237b6-1fb7-469c-bec7-9e5378398dd9,ES6081080392652097354346,joint,2022-10-18,88.65
98c5eea8-8fcd-43a0-8f72-97fe7091225e,ES8257062460036222175804,primary,2024-10-13,70.87
66b37d22-99d5-4f21-8de6-ab8a261863fa,ES7133898985201376422757,primary,2023-06-22,88.65
02728444-904b-40c7-acb0-18dec523409b,ES4714232993003746955786,joint,2024-09-03,69.66
1c6260cb-c90d-4315-8727-1154d76752a1,ES5864849522641304341391,joint,2024-01-07,65.17
95d21b5f-3820-4b20-8d61-28fe073870ab,ES9829363605359711497748,joint,2023-08-08,95.97
e5b48ead-949f-4561-aaaf-e34b5a25e6ee,ES5093888340704078397595,joint,2024-03-08,75.57
95ad1d4b-2baa-4ae5-8fba-27a3095a10c0,ES0570757628836181125591,primary,2023-12-31,73.47
dd323137-26dd-4116-97ba-7669950c9418,ES7419432208455838251684,joint,2022-08-19,98.76
67f4f876-b697-4a3b-b15e-ef242008c819,ES6142112505477522608054,primary,2022-06-26,62.58
47d68892-a885-437c-ac5e-515eff821359,ES2011904692124990272502,joint,2022-06-16,93.74
a84e1f43-1cd3-4249-8696-99854827b1b5,ES1982491985915381323996,primary,2022-03-29,65.65
55a1a22c-dbee-4d8f-94a5-e175e5e580ba,ES7105792376861441410181,primary,2022-05-04,78.3
8c06c42b-15e1-4612-a4c4-85a156f31f9b,ES0645602198235637888597,joint,2024-08-29,59.59
6fa7c39d-881e-4163-8dd3-67b6e1981b7a,ES8729308502556710737423,joint,2023-10-01,63.93
5ec76d66-9091-45ec-908a-fd4301915f0c,ES8716735105443626424546,primary,2023-04-03,88.42
5794f006-a90c-4f44-b16c-d765a1ada1cf,ES5987852034370778876144,primary,2024-12-28,90.11
b6975bcb-e499-47f1-9d10-3a4dfa558193,ES5509318457992554011615,primary,2023-05-13,84.36
8efec899-1ecb-4d0b-921e-5e3738b39813,ES1868552435157326897192,joint,2024-06-07,60.22
d2349b4e-a3f1-46c7-8356-a9d93dd3cd3c,ES7029071214324784131879,primary,2024-11-13,55.86
5ab4ae97-9ef6-47c5-bfa2-181b52cd2ddd,ES0369086261969966318100,joint,2024-05-12,81.93
c76fe73a-f4c4-4b03-8aa3-583976c5e73c,ES9299543965757897123283,joint,2022-06-15,59.15
85a20939-ba57-4fd4-85ea-aeb5cfe95d21,ES0903390454298556908757,joint,2025-01-07,68.75
4c2fca29-8c0e-4ccd-a604-0960807c65e5,ES4311421032378751053331,joint,2023-03-31,96.62
b6f672f9-d05d-4058-aa57-73114df6fa03,ES7870763603814157174765,joint,2023-09-04,57.32
7f82b084-e3bb-48f5-ba97-a76092fd5156,ES3131165484241562210304,joint,2024-12-02,56.22
d2bb1c32-ce77-4131-a7f3-63e237ef5fa4,ES2725578089498971423736,joint,2023-08-03,50.16
6934578c-d5a2-4e92-b5ad-9bd1b15bca23,ES9393052673632474562322,joint,2023-01-19,96.39
716a99a5-2918-4348-a2dd-7176b9105074,ES8512828520715596216383,joint,2024-03-26,75.56
689b86af-1b5f-4bd2-92bb-e2abf0a6c477,ES4486796469224656105536,joint,2023-01-05,52.55
11f1a1c2-38a8-4144-9318-7e7e192285b2,ES2863556033010204838854,joint,2023-10-26,79.76
66d93b46-3661-4190-a731-c073baffd379,ES6016109065427838689030,joint,2022-12-07,65.66
10ddba68-962a-4951-af2f-a3c8134ac75a,ES6508688179450793566277,primary,2022-09-08,68.07
263bea46-d9b3-4db4-9ad4-03169a41a560,ES7224381933775534479749,primary,2022-05-02,92.36
0f7c7700-f078-431a-a262-c316ff0b75ce,ES4959246107067748326989,joint,2025-02-15,56.37
1b0986d3-bee5-4d7a-9d25-02f89daa03f0,ES1574547579803716582636,joint,2022-12-28,60.24
a3b1ba4b-1851-4ebc-b6f5-f0abeafc7e34,ES2227785921446359390831,primary,2024-11-01,50.49
fbe6489c-5de7-4895-9b93-3c9091ebccc4,ES8597346969826339952109,joint,2024-01-25,64.21
84cca225-8a8a-4eb8-9d38-65fabd8a624e,ES6199994225353037442021,primary,2022-05-12,80.92
c48b95a3-d72f-410a-98df-dba5fc3923e3,ES8526841943178154890178,joint,2024-02-19,96.39
2c52d97e-6ab3-4903-9cad-71c969d8b72e,ES6217078277398947657567,primary,2023-04-03,57.59
c8d586bb-8407-47cf-8ae5-e75180f0dd9a,ES4430528344354190089656,joint,2022-05-10,88.12
63ee8e0e-9214-40e1-9f34-64db55440766,ES2710724337419643059713,joint,2024-11-29,60.16
cd42dfaf-f5f4-4f9c-9a74-4f672468435c,ES4103908981721905919203,primary,2024-05-30,54.56
1adbcd34-ad29-4a48-adf1-3583f1128411,ES7771322440795298295946,joint,2023-11-01,90.48
1ac21930-47c8-474a-bfba-355bc4348712,ES2672293933160964574052,primary,2024-12-22,92.27
f6bfc487-da7d-48e6-bffb-7e3fa2be1a9b,ES2140796401281924127259,joint,2023-04-05,80.48
201da824-0f09-4c06-821c-ad65168c2333,ES3737616638540724473065,primary,2024-03-07,63.97
7cf15640-4608-4a48-ab40-8f1b5036b89f,ES2657065106341599856514,joint,2023-04-22,71.76
cc76c1b9-972f-44da-aa8a-f251ac6cd95d,ES8257062460036222175804,joint,2022-11-03,72.31
a5e78a99-54cc-47ce-89db-4b6f88c4db9d,ES4714043038678186949406,primary,2024-03-26,70.43
b077e0c4-42dd-440f-bb33-92c1896a68f5,ES6892902768828734833940,primary,2024-06-05,86.96
96c66888-baab-4a8e-9340-1c88bb042e9e,ES8192924688729351826658,joint,2025-02-21,51.15
819bf190-c29d-47e0-8de5-0c4cfbe16094,ES6193589292584310940203,primary,2025-01-13,94.09
89cc430c-bb86-4aee-a4dc-e5b3160ebe5f,ES8472416446314642838654,joint,2022-10-19,66.1
bbbdc9aa-e75d-471b-9d95-8ceea960e6df,ES0916672384957097705552,joint,2022-09-19,91.91
8a2f5afd-cd54-4d37-ac03-a06a7630dc1c,ES9551558648859107434466,joint,2022-11-06,57.23
cb6f4f25-35f4-492f-9ce3-dce9ae07a90d,ES5280358744044530664414,joint,2023-11-08,58.42
31f7b144-0f1b-408d-aded-e4a2be90a0ec,ES0332544563993097090856,primary,2024-04-26,65.71
a06869fb-4be4-453c-bc86-3ab679c737de,ES5680225942272104627705,primary,2023-04-16,85.75
1ca2a901-a774-4b2d-96ee-63d7cf805529,ES6199994225353037442021,joint,2022-05-26,80.02
6f97d109-94f0-4af1-81cc-807707e2153b,ES4176434043300196108025,primary,2024-01-07,84.32
ed93431b-5b80-4e96-be83-cb7e9688f851,ES4089675695463714289323,primary,2022-08-17,72.61
55270015-7e99-4a24-9f41-2b0a9039b2cb,ES6210728895890435969556,joint,2023-11-14,78.58
4ec8d59e-434b-4a4f-a43d-caebe0327e96,ES0425644270258800306276,primary,2022-06-20,74.55
db5bc588-6900-4876-bf2e-f7750f9cfed2,ES2293125472566697799679,joint,2023-06-04,54.47
99399b06-fe38-4b5b-be6b-98cad02fa768,ES0724143818833946585842,primary,2024-10-02,63.46
138c216e-fc3a-4e2d-a7eb-af2a5a358639,ES1651851247438643704786,joint,2023-02-27,57.9
f3f51145-e44e-42f9-9a38-5bcbc2f138db,ES2276516017644451594997,primary,2022-10-31,92.3
15b1bd24-4a0e-4e2a-b777-097e46326b0f,ES0544935308983271602991,primary,2022-09-27,88.04
220a64e4-8318-4591-af30-0019f884c364,ES8097472101627504143878,primary,2022-08-15,54.62
ce08fda4-3160-4076-bcc9-e4a37ba55ed3,ES5979224478086977647318,primary,2024-09-03,62.52
db327d34-94d1-4083-8e9d-e1eca2be59fb,ES3682493618648243942574,joint,2022-12-26,72.66
381654ec-729c-4273-b836-919c7a3fce80,ES4258986851716024061156,joint,2022-09-16,63.93
ca0adbc4-2908-4cc4-92c7-49d6fadbd189,ES4451913596233072976283,primary,2024-03-01,70.47
24362a76-1ef3-432e-b2b4-2dca56e986cb,ES4074606074444447561782,primary,2025-02-20,61.59
f8d5b829-a681-4016-9869-24cb856e79b8,ES1616337994827191425133,primary,2023-12-05,78.63
b71a70f0-e93a-4850-910f-d01e8d18f7d7,ES0841072101468532237216,primary,2022-05-28,64.41
4394db47-c32c-4468-8c19-679c9b4df4a3,ES3725448490603821501501,joint,2022-05-19,94.75
5e923810-43f9-4677-a44b-cfdae9b24a1c,ES4103908981721905919203,primary,2023-04-29,80.13
c188fad7-c1c0-41cb-9d78-acd70e52ac31,ES4066858025745201865553,primary,2025-01-09,63.45
b71a70f0-e93a-4850-910f-d01e8d18f7d7,ES7740333211337428045563,primary,2023-01-16,88.95
c8d586bb-8407-47cf-8ae5-e75180f0dd9a,ES9351188224863866637575,joint,2022-03-01,86.16
72919ff2-ce0e-48c2-bf53-4d6e8615afe1,ES7975318462795326594966,primary,2024-01-11,62.28
30e2148c-d350-4b6a-a076-82e916a9d39d,ES3577758203856647890232,primary,2022-11-26,88.32
c984cb98-c0d7-47cf-aee9-f991fac728fa,ES2725578089498971423736,primary,2023-06-07,75.05
5e1f0c0d-3aae-47f3-9c86-ed4acabb0e75,ES1139589136115711667537,joint,2023-12-25,56.75
0c23dca7-1375-4d70-b5d6-a2e4ed0ef3ff,ES4082674966275101522969,primary,2023-09-23,92.33
6ff1c215-6867-4634-a5e0-d54db556d220,ES2214502510000957787653,joint,2024-12-31,78.69
2bf0a956-b0fc-4ef5-a916-ec13071534f2,ES9406556388349092278525,primary,2024-03-24,72.75
c5d1ed9c-94a2-446f-a928-48dd3a544fb9,ES9229842031464894698541,primary,2024-12-11,58.1
7f82b084-e3bb-48f5-ba97-a76092fd5156,ES0569262114222476156302,primary,2023-11-05,53.35
169cea4c-4daa-4b4a-b7b7-0e43516e92a4,ES4038447944585471933218,primary,2024-05-20,64.36
7ac6912f-b88d-4a88-944b-7be09ff54179,ES7771342797565887057653,joint,2025-02-25,83.88
8e6db76f-7fe2-4fdc-91ba-21fab9221a74,ES7127845622186896434661,joint,2025-01-11,94.44
d4476e01-a50c-41a3-9101-a2236cd5ec1c,ES4125737484832248761607,joint,2023-07-13,89.32
0137bfb5-318d-4167-81b2-d8018cda9f14,ES3215288565109695722457,joint,2023-01-25,87.58
a5775f90-f55a-44df-8e5f-b3a9fee46aa4,ES2207931086863006177831,joint,2025-02-17,58.34
e947a5fd-1c54-447f-b696-8f4ef12db0a7,ES1650387965331752510421,primary,2024-02-18,90.24
1bdf8a99-4b39-4d92-8c5d-6c99234bd026,ES3351853655233464694338,joint,2023-08-09,92.1
ada2ee31-769f-48c7-9079-975e8c85cb64,ES3336588800150159278397,joint,2022-05-21,69.13
468840ac-d5d5-49f0-9a64-8a629ee935e1,ES6944917967329929588040,primary,2023-01-04,65.73
39afc996-b9c8-478a-810b-64c429deb411,ES2738375780074574012280,primary,2024-10-23,60.78
950af30b-0984-405a-b475-26038cf28163,ES0466168187465792615188,primary,2023-12-24,72.5
2d996a07-3c05-4c66-a9fa-9e2920229915,ES8605453665920833159312,primary,2023-09-02,82.45
01e5ca42-5f82-42be-a570-0f60f620c324,ES5132950831840604188642,primary,2022-10-01,57.12
f108e09e-7a3a-4996-9f29-e5ecd64942f4,ES6770331263676574873263,joint,2022-04-23,62.65
1812eb3c-6518-4dc5-8d46-aa28fb01a4bd,ES8536556231976531194048,joint,2022-11-16,68.58
22cb65bc-7f79-4bf0-be06-bcbb4d177826,ES2568417392714109832751,primary,2024-07-09,70.79
3c30f37e-8623-46c5-af95-601e6730fefe,ES9400249647707859804987,primary,2024-08-25,94.85
3483a39a-9d51-4d50-b898-80e34391a5b5,ES3897580474607185987703,joint,2024-03-27,68.7
50123471-27be-4cf7-8438-cd89131dd10d,ES8821155311256078562014,joint,2024-06-15,94.35
aba93b2e-b131-40c5-8ae8-2391da0ca19a,ES2478233592091157035051,primary,2023-05-24,79.91
4c85c97c-443b-4f2b-928a-3b24f031fe93,ES9287008157460150764815,joint,2022-12-03,52.03
d5c490d4-196f-48cc-95da-65f669afa336,ES4870664695106588793457,joint,2022-06-07,53.39
97c286e9-d966-48f1-afc1-129000cba942,ES7874871776324029786004,joint,2023-06-22,96.1
710c7026-bb1c-4a4e-81bd-1983145e8575,ES7319893049042511598465,primary,2023-06-23,57.3
9a1d3da4-a155-42f7-97a5-d96df9b13c85,ES2554405835570318979256,joint,2024-01-16,52.99
7972a05b-01e1-4d1a-a1db-6c08610f245c,ES4231376491623925261183,joint,2022-06-12,51.21
9e3da172-7d71-475e-87c2-df2fbb278c8e,ES0899076251132109932136,joint,2024-01-01,67.35
411f6aec-7ec4-410f-834b-21dfd3f32310,ES3808411248478602816760,joint,2024-09-20,52.55
92479393-66dd-4046-8a69-728d651fa6c7,ES7589995242464348682278,primary,2022-04-25,94.18
33022d93-4cdc-4a6d-b862-c983eb9d15a1,ES2031636102039930945546,joint,2023-01-17,88.18
8add69bf-b82c-4c2a-b56b-c4ffca0d6044,ES2530187739112871036828,primary,2023-03-05,99.93
fb5c4cc7-66fc-4485-affe-a378c7eed013,ES0412540466919212554608,joint,2022-12-26,66.51
cb1e1d51-0ea3-4155-9013-46d44af3349c,ES9869523027727457803368,joint,2022-03-31,57.2
bd7701bb-b8e5-4c46-ab7e-93df6d565a46,ES4474721483213826392086,primary,2024-08-07,54.66
c7ec8449-c74e-4f88-b838-4c51891d4e72,ES1648715541356419746728,joint,2022-05-24,61.01
66b14ee2-335b-4b74-8ed9-099f3f9f04cd,ES3872464845976324022794,primary,2024-05-09,97.68
c7d4c4ab-2890-4dd7-b461-731c64b657f4,ES3482091879307405725853,primary,2024-09-15,70.88
8eb0c007-9b48-4e51-8e89-b4c61c5470e7,ES9336291116392689486450,primary,2022-07-06,71.35
a98b050e-acf4-4f60-9494-cdaed3089e60,ES6552524687215554837659,primary,2023-11-03,50.03
e0c9444f-3d54-42a4-bea8-b19a092e5a5f,ES8288131340069102242660,primary,2022-12-18,63.28
9f93ab2d-c66b-4bad-aacb-eed547ae27d7,ES5987852034370778876144,primary,2024-11-11,60.95
6bb7f6a7-6263-404b-b42d-72a44ad04482,ES8766741639406195296896,joint,2024-09-01,55.71
58a85d91-9ded-40a3-b6ca-7bbe2d7e556f,ES7086968224879072794783,joint,2023-07-06,80.84
9848959b-c626-4a6e-b7e7-08305180484a,ES8192924688729351826658,joint,2023-10-28,97.78
225f7434-5cf0-4421-a7ec-1a596a46989c,ES5662777540390714146439,joint,2024-04-07,81.58
411f6aec-7ec4-410f-834b-21dfd3f32310,ES5680141750338652059699,primary,2023-05-24,83.39
0f382c55-810d-4beb-8de0-7e95da4cbd57,ES9284087768922279144918,joint,2023-11-29,90.31
540dd5e4-c783-4a65-8b31-3a266246683f,ES0827254211964834575435,primary,2023-01-10,61.31
77e6c8e0-e330-448a-b260-87ba0bfa6429,ES6335518927080117297078,joint,2022-07-19,63.61
e4f3b842-e061-4014-9f87-b43033d451d6,ES8110314498399499114740,joint,2023-01-14,74.94
db5bc588-6900-4876-bf2e-f7750f9cfed2,ES3391800519726783454689,primary,2024-10-14,97.61
9c1014e8-b10a-4992-be73-1e4c4332a0cc,ES7403929817006442528406,joint,2022-07-19,55.32
6f4a3a95-5b47-412d-9978-f7b196f66e33,ES1780532027131818483771,primary,2022-05-30,92.22
f3f51145-e44e-42f9-9a38-5bcbc2f138db,ES5685062821279379662179,primary,2024-01-09,73.22
f3f1a6ed-bdba-4364-a0ec-c18df1073a73,ES2884152174042968916803,primary,2022-06-21,84.87
9770cb2e-21ea-4fbc-84fd-5b589330ed8b,ES6776288265773877889469,joint,2024-11-04,87.13
671a9b0c-b7ed-4cbc-a70e-9e8b473b4cc3,ES9230984060200429269241,joint,2023-03-01,64.95
c5941433-93d7-490e-940a-19670c613aae,ES0393612126817505978199,joint,2022-06-14,97.42
fe9fcbad-f744-4fc6-87dd-e45960225a90,ES1791550426384843723579,joint,2023-05-30,96.31
ac109986-2e5e-43fe-b796-63044ccfcf41,ES2445146132787767056391,joint,2024-10-22,90.75
a73ddf66-76a4-4fa1-a958-07b9606b4f2b,ES2839476417096741662273,joint,2023-04-28,98.92
f5af3d5d-2423-44e4-90c5-6a35f81c7656,ES2659247182405432217731,joint,2023-07-13,55.91
4e166205-dcb3-4620-b4e6-9abac6cd137f,ES0916015699111696843314,joint,2022-07-15,96.39
3beb1f02-2232-4bd6-87fd-84287c23cab9,ES0734280697809921394947,primary,2024-11-09,70.27
78ceab6e-2177-40bc-b0f5-50c36290deb3,ES9258795836649852770427,joint,2023-04-10,62.16
7a51d35e-53d8-4221-aadb-a866a319ae9f,ES9291992882251588941497,joint,2023-08-23,57.96
76a75218-cf5b-49ab-ad21-0be663ffa187,ES2892085798071744995109,joint,2024-12-02,92.66
bd0914d3-3b97-42c2-aa5e-6ebff2157985,ES7740387598847819839301,primary,2022-03-20,89.81
30e2148c-d350-4b6a-a076-82e916a9d39d,ES1559195354161371121799,joint,2022-07-07,74.63
aca95239-f5f6-40b5-bfaa-9b8e03051611,ES2011904692124990272502,primary,2023-03-20,99.59
b4b7794a-32d6-45a0-bbc3-5db411dbe762,ES7325846676701551662386,primary,2023-09-26,51.63
6d8810fe-7694-4e2e-ad85-ce8a2d16c96f,ES7844973767273775565142,joint,2024-09-01,83.94
a64f144b-91a8-405e-b4c2-4a7c1e306851,ES8524283126034564167158,joint,2024-04-07,83.3
ae971fd7-f360-49af-939a-8adee10c5b0a,ES2991950578271905560251,primary,2022-07-08,94.64
329de1c4-c6a2-447d-861d-9114cebf967a,ES3452198279469298904737,primary,2025-02-03,99.82
5be6f32d-0502-4394-9bb5-74fcdf41dca6,ES3062461109410646676593,primary,2024-11-20,91.07
410a1ffe-88aa-4e2c-9d14-259d414ca8de,ES3363774302719263739268,primary,2022-11-07,94.85
9e156b50-d447-42f0-ab65-e02a7d95f4f9,ES1772643813275606108985,primary,2023-03-01,63.37
6d8810fe-7694-4e2e-ad85-ce8a2d16c96f,ES9436886856712713793212,primary,2023-06-06,91.59
314b2b85-ef74-4909-a965-429d10cf5b86,ES7459442496038211701269,primary,2023-05-15,73.12
fec6ea00-d81a-4e66-8e8b-ce3287a58f21,ES1651851247438643704786,primary,2023-08-20,82.17
868cabdd-465c-4703-991c-e67a6493fc87,ES7889305909459363559506,primary,2023-06-27,74.82
f8b48db9-76b5-4d26-aec8-c6938a709afd,ES7014977834415057898987,joint,2024-09-22,51.6
fec6ea00-d81a-4e66-8e8b-ce3287a58f21,ES4415089516754370054101,primary,2024-05-12,84.75
ca835fd0-13de-4806-8cbf-878be0756538,ES6141822219265752975514,joint,2023-07-24,97.59
6a9305b2-0ef4-442d-bde2-1614219df558,ES5318918147334707918527,joint,2022-09-09,70.9
607de298-7402-49fd-99b5-3aae0aae9a26,ES9258795836649852770427,joint,2023-04-04,83.31
cd5dc5ce-7376-4bd9-b413-a5e11ccfcb37,ES8671900136331895323916,joint,2023-12-06,57.44
881e6c17-20f7-46ca-a24f-63b621394cae,ES4729109918130259522487,primary,2023-06-19,52.94
